"Path","LineNumber","MatchedLine","Context"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\BeyondCorp\Resource\ProjectsLocationsAppGateways.php","89","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param bool validateOnly Optional. If set, validates request by executing ||    * a dry-run which would not alter the resource in any way. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   {"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\BeyondCorp\Resource\ProjectsLocationsBeyondcorpGlobalSecurityGatewaysApplications.php","77","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. Mutable fields include: display_name. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function patch($name, GoogleCloudBeyondcorpSecuritygatewaysV1Application $postBody, $optParams = []) ||   { ||     $params = ['name' => $name, 'postBody' => $postBody];"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\BeyondCorp\Resource\ProjectsLocationsConnections.php","60","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param bool validateOnly Optional. If set, validates request by executing ||    * a dry-run which would not alter the resource in any way. ||    * @return GoogleLongrunningOperation ||    */ ||   public function create($parent, Connection $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody];"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\BeyondCorp\Resource\ProjectsLocationsConnections.php","88","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param bool validateOnly Optional. If set, validates request by executing ||    * a dry-run which would not alter the resource in any way. ||    * @return GoogleLongrunningOperation ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name];"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\BeyondCorp\Resource\ProjectsLocationsConnections.php","192","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. Mask of fields to update. At least one ||    * path must be supplied in this field. The elements of the repeated paths field ||    * may only include these fields from [BeyondCorp.Connection]: * `labels` * ||    * `display_name` * `application_endpoint` * `connectors` ||    * @opt_param bool validateOnly Optional. If set, validates request by executing ||    * a dry-run which would not alter the resource in any way. ||    * @return GoogleLongrunningOperation"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\BeyondCorp\Resource\ProjectsLocationsConnectors.php","60","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param bool validateOnly Optional. If set, validates request by executing ||    * a dry-run which would not alter the resource in any way. ||    * @return GoogleLongrunningOperation ||    */ ||   public function create($parent, Connector $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody];"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\BeyondCorp\Resource\ProjectsLocationsConnectors.php","88","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param bool validateOnly Optional. If set, validates request by executing ||    * a dry-run which would not alter the resource in any way. ||    * @return GoogleLongrunningOperation ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name];"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\BeyondCorp\Resource\ProjectsLocationsConnectors.php","190","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. Mask of fields to update. At least one ||    * path must be supplied in this field. The elements of the repeated paths field ||    * may only include these fields from [BeyondCorp.Connector]: * `labels` * ||    * `display_name` ||    * @opt_param bool validateOnly Optional. If set, validates request by executing ||    * a dry-run which would not alter the resource in any way. ||    * @return GoogleLongrunningOperation"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\BeyondCorp\Resource\ProjectsLocationsSecurityGateways.php","81","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param bool validateOnly Optional. If set, validates request by executing ||    * a dry-run which would not alter the resource in any way. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   {"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\BeyondCorp\Resource\ProjectsLocationsSecurityGateways.php","191","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. Mutable fields include: display_name, ||    * hubs. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function patch($name, GoogleCloudBeyondcorpSecuritygatewaysV1SecurityGateway $postBody, $optParams = []) ||   {"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\BeyondCorp\Resource\ProjectsLocationsSecurityGatewaysApplications.php","51","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param bool validateOnly Optional. If set, validates request by executing ||    * a dry-run which would not alter the resource in any way. ||    * @return GoogleLongrunningOperation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   {"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\BigQueryDataTransfer\Resource\ProjectsLocationsTransferConfigs.php","159","* usually a UUID, even though it is not guaranteed or required. The name is","* `projects/{project_id}/locations/{region}/transferConfigs/{config_id}` or ||    * `projects/{project_id}/transferConfigs/{config_id}`, where `config_id` is ||    * usually a UUID, even though it is not guaranteed or required. The name is ||    * ignored when creating a transfer config. ||    * @param TransferConfig $postBody ||    * @param array $optParams Optional parameters. ||    * ||    * @opt_param string authorizationCode Deprecated: Authorization code was ||    * required when `transferConfig.dataSourceId` is 'youtube_channel' but it is no ||    * longer used in any data sources. Use `version_info` instead. Optional OAuth2 ||    * authorization code to use with this transfer configuration. This is required"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\BigQueryDataTransfer\Resource\ProjectsTransferConfigs.php","159","* usually a UUID, even though it is not guaranteed or required. The name is","* `projects/{project_id}/locations/{region}/transferConfigs/{config_id}` or ||    * `projects/{project_id}/transferConfigs/{config_id}`, where `config_id` is ||    * usually a UUID, even though it is not guaranteed or required. The name is ||    * ignored when creating a transfer config. ||    * @param TransferConfig $postBody ||    * @param array $optParams Optional parameters. ||    * ||    * @opt_param string authorizationCode Deprecated: Authorization code was ||    * required when `transferConfig.dataSourceId` is 'youtube_channel' but it is no ||    * longer used in any data sources. Use `version_info` instead. Optional OAuth2 ||    * authorization code to use with this transfer configuration. This is required"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\BlockchainNodeEngine\Resource\ProjectsLocationsBlockchainNodes.php","52","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, BlockchainNode $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\BlockchainNodeEngine\Resource\ProjectsLocationsBlockchainNodes.php","80","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\BlockchainNodeEngine\Resource\ProjectsLocationsBlockchainNodes.php","147","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. Field mask is used to specify the ||    * fields to be overwritten in the Blockchain node resource by the update. The ||    * fields specified in the `update_mask` are relative to the resource, not the ||    * full request. A field will be overwritten if it is in the mask. If the user ||    * does not provide a mask then all fields will be overwritten. ||    * @return Operation ||    * @throws \Google\Service\Exception"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CCAIPlatform\Resource\ProjectsLocationsContactCenters.php","54","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, ContactCenter $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CCAIPlatform\Resource\ProjectsLocationsContactCenters.php","80","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CCAIPlatform\Resource\ProjectsLocationsContactCenters.php","143","* be a valid UUID with the exception that zero UUID is not supported","* ID was received, and if so, will ignore the second request. This prevents ||    * clients from accidentally creating duplicate commitments. The request ID must ||    * be a valid UUID with the exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. Field mask is used to specify the ||    * fields to be overwritten in the ContactCenter resource by the update. The ||    * fields specified in the update_mask are relative to the resource, not the ||    * full request. A field will be overwritten if it is in the mask. If the user ||    * does not provide a mask then all fields will be overwritten. ||    * @return Operation ||    * @throws \Google\Service\Exception"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPools.php","58","* creating duplicate commitments. The request ID must be a valid UUID with the","* check if original operation with the same request ID was received, and if so, ||    * will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, CaPool $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody];"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPools.php","59","* exception that zero UUID is not supported","* will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, CaPool $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPools.php","90","* creating duplicate commitments. The request ID must be a valid UUID with the","* check if original operation with the same request ID was received, and if so, ||    * will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name];"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPools.php","91","* exception that zero UUID is not supported","* will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPools.php","206","* creating duplicate commitments. The request ID must be a valid UUID with the","* check if original operation with the same request ID was received, and if so, ||    * will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. A list of fields to be updated in this ||    * request. ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function patch($name, CaPool $postBody, $optParams = [])"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPools.php","207","* exception that zero UUID is not supported","* will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. A list of fields to be updated in this ||    * request. ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function patch($name, CaPool $postBody, $optParams = []) ||   {"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPoolsCertificateAuthorities.php","77","* creating duplicate commitments. The request ID must be a valid UUID with the","* check if original operation with the same request ID was received, and if so, ||    * will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, CertificateAuthority $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody];"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPoolsCertificateAuthorities.php","78","* exception that zero UUID is not supported","* will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, CertificateAuthority $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPoolsCertificateAuthorities.php","111","* creating duplicate commitments. The request ID must be a valid UUID with the","* check if original operation with the same request ID was received, and if so, ||    * will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param bool skipGracePeriod Optional. If this flag is set, the ||    * Certificate Authority will be deleted as soon as possible without a 30-day ||    * grace period where undeletion would have been allowed. If you proceed, there ||    * will be no way to recover this CA. ||    * @return Operation ||    * @throws \Google\Service\Exception"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPoolsCertificateAuthorities.php","112","* exception that zero UUID is not supported","* will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param bool skipGracePeriod Optional. If this flag is set, the ||    * Certificate Authority will be deleted as soon as possible without a 30-day ||    * grace period where undeletion would have been allowed. If you proceed, there ||    * will be no way to recover this CA. ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPoolsCertificateAuthorities.php","237","* creating duplicate commitments. The request ID must be a valid UUID with the","* check if original operation with the same request ID was received, and if so, ||    * will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. A list of fields to be updated in this ||    * request. ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function patch($name, CertificateAuthority $postBody, $optParams = [])"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPoolsCertificateAuthorities.php","238","* exception that zero UUID is not supported","* will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. A list of fields to be updated in this ||    * request. ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function patch($name, CertificateAuthority $postBody, $optParams = []) ||   {"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPoolsCertificateAuthoritiesCertificateRevocationLists.php","131","* creating duplicate commitments. The request ID must be a valid UUID with the","* check if original operation with the same request ID was received, and if so, ||    * will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. A list of fields to be updated in this ||    * request. ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function patch($name, CertificateRevocationList $postBody, $optParams = [])"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPoolsCertificateAuthoritiesCertificateRevocationLists.php","132","* exception that zero UUID is not supported","* will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. A list of fields to be updated in this ||    * request. ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function patch($name, CertificateRevocationList $postBody, $optParams = []) ||   {"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPoolsCertificates.php","67","* creating duplicate commitments. The request ID must be a valid UUID with the","* check if original operation with the same request ID was received, and if so, ||    * will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param bool validateOnly Optional. If this is true, no Certificate ||    * resource will be persisted regardless of the CaPool's tier, and the returned ||    * Certificate will not contain the pem_certificate field. ||    * @return Certificate ||    * @throws \Google\Service\Exception ||    */"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPoolsCertificates.php","68","* exception that zero UUID is not supported","* will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param bool validateOnly Optional. If this is true, no Certificate ||    * resource will be persisted regardless of the CaPool's tier, and the returned ||    * Certificate will not contain the pem_certificate field. ||    * @return Certificate ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, Certificate $postBody, $optParams = [])"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPoolsCertificates.php","143","* creating duplicate commitments. The request ID must be a valid UUID with the","* check if original operation with the same request ID was received, and if so, ||    * will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. A list of fields to be updated in this ||    * request. ||    * @return Certificate ||    * @throws \Google\Service\Exception ||    */ ||   public function patch($name, Certificate $postBody, $optParams = [])"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCaPoolsCertificates.php","144","* exception that zero UUID is not supported","* will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. A list of fields to be updated in this ||    * request. ||    * @return Certificate ||    * @throws \Google\Service\Exception ||    */ ||   public function patch($name, Certificate $postBody, $optParams = []) ||   {"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCertificateTemplates.php","57","* creating duplicate commitments. The request ID must be a valid UUID with the","* check if original operation with the same request ID was received, and if so, ||    * will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, CertificateTemplate $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody];"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCertificateTemplates.php","58","* exception that zero UUID is not supported","* will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, CertificateTemplate $postBody, $optParams = []) ||   { ||     $params = ['parent' => $parent, 'postBody' => $postBody]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCertificateTemplates.php","85","* creating duplicate commitments. The request ID must be a valid UUID with the","* check if original operation with the same request ID was received, and if so, ||    * will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name];"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCertificateTemplates.php","86","* exception that zero UUID is not supported","* will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = []) ||   { ||     $params = ['name' => $name]; ||     $params = array_merge($params, $optParams);"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCertificateTemplates.php","186","* creating duplicate commitments. The request ID must be a valid UUID with the","* check if original operation with the same request ID was received, and if so, ||    * will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. A list of fields to be updated in this ||    * request. ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function patch($name, CertificateTemplate $postBody, $optParams = [])"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CertificateAuthorityService\Resource\ProjectsLocationsCertificateTemplates.php","187","* exception that zero UUID is not supported","* will ignore the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param string updateMask Required. A list of fields to be updated in this ||    * request. ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function patch($name, CertificateTemplate $postBody, $optParams = []) ||   {"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CloudAlloyDBAdmin\Resource\ProjectsLocationsBackups.php","50","* creating duplicate commitments. The request ID must be a valid UUID with the","* check if the original operation with the same request ID was received, and if ||    * so, ignores the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param bool validateOnly Optional. If set, the backend validates the ||    * request, but doesn't actually execute it. ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, Backup $postBody, $optParams = [])"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CloudAlloyDBAdmin\Resource\ProjectsLocationsBackups.php","51","* exception that zero UUID is not supported","* so, ignores the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param bool validateOnly Optional. If set, the backend validates the ||    * request, but doesn't actually execute it. ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function create($parent, Backup $postBody, $optParams = []) ||   {"
"C:\deploy\adminpanel\vendor\google\apiclient-services\src\CloudAlloyDBAdmin\Resource\ProjectsLocationsBackups.php","82","* creating duplicate commitments. The request ID must be a valid UUID with the","* check if the original operation with the same request ID was received, and if ||    * so, ignores the second request. This prevents clients from accidentally ||    * creating duplicate commitments. The request ID must be a valid UUID with the ||    * exception that zero UUID is not supported ||    * (00000000-0000-0000-0000-000000000000). ||    * @opt_param bool validateOnly Optional. If set, the backend validates the ||    * request, but doesn't actually execute it. ||    * @return Operation ||    * @throws \Google\Service\Exception ||    */ ||   public function delete($name, $optParams = [])"
